Ano;Município (Código);Município;area_lavouras;despesa_insumos;despesa_lavouras;despesa_terras;CR_sicor;pessoal_ocupado;qtde_maquinas;qtde_tratores;receita_lavouras;uso_adubos;uso_agrotoxicos;uso_assistencia_tecnica;uso_corretivos;producao;pib_agro
2017;2208809;Regeneração - PI;10625,6;7064;24140;NA;24503188,40;1399;104;62;37739;16;138;34;12;37440;33578
2017;2208858;Riacho Frio - PI;NA;991;357;1025;1829644,30;1487;36;32;1073;1;106;17;3;6301;6587
2017;2208874;Ribeira do Piauí - PI;257,8;415;NA;NA;665024,81;1713;9;9;NA;22;90;10;2;3460;3551
2017;2208908;Ribeiro Gonçalves - PI;85633,7;115463;NA;135652;109627469,90;1503;380;167;NA;48;67;56;28;350708;231223
2017;2209005;Rio Grande do Piauí - PI;6482,2;760;1901;335;935489,95;2173;31;31;6139;34;286;13;NA;5104;5057
2017;2209104;Santa Cruz do Piauí - PI;2473,4;643;604;NA;2000651,97;1825;5;5;2542;52;235;12;6;4162;4880
2017;2209153;Santa Cruz dos Milagres - PI;824,9;389;450;NA;1011304,08;978;13;NA;1858;25;79;7;2;1732;6173
2017;2209203;Santa Filomena - PI;79797,4;70196;104488;77251;77659442,22;2902;556;266;192359;141;154;41;114;199745;127541
2017;2209302;Santa Luz - PI;NA;768;NA;586;7011227,00;1982;47;35;NA;35;213;21;14;8240;10457
2017;2209351;Santana do Piauí - PI;793,7;327;950;NA;546663,19;1434;NA;NA;4481;30;46;15;NA;1906;4463
2017;2209377;Santa Rosa do Piauí - PI;NA;277;NA;93;2273599,18;1201;23;20;3541;29;138;18;8;5265;3198
2017;2209401;Santo Antônio de Lisboa - PI;4214,6;1169;1904;NA;1844857,91;1818;5;5;11858;100;152;2;9;6378;9080
2017;2209450;Santo Antônio dos Milagres - PI;243,3;277;372;55;63550,00;537;NA;NA;1685;13;98;10;5;803;285
2017;2209500;Santo Inácio do Piauí - PI;2077,9;777;873;130;1300217,47;2194;NA;NA;3781;75;109;30;9;3716;2846
2017;2209559;São Braz do Piauí - PI;4172,7;NA;978;NA;507491,80;2310;NA;NA;5065;1;31;2;NA;3122;1831
2017;2209609;São Félix do Piauí - PI;590,9;813;NA;78;496353,64;870;NA;NA;NA;13;48;36;10;2604;2442
2017;2209658;São Francisco de Assis do Piauí - PI;2041,4;840;NA;NA;1205465,93;3687;NA;NA;NA;437;18;18;4;3847;3384
2017;2209708;São Francisco do Piauí - PI;5159,5;619;NA;28;2110746,93;2575;9;6;NA;29;91;17;8;3914;5429
2017;2209757;São Gonçalo do Gurguéia - PI;3496,3;2047;2885;1829;2882157,04;1426;29;16;NA;24;31;4;12;7718;5982
2017;2209807;São Gonçalo do Piauí - PI;1934,0;2387;3351;NA;7886582,21;961;26;17;8459;69;287;42;5;7092;5237
2017;2209856;São João da Canabrava - PI;1112,8;377;NA;NA;1167020,78;733;NA;NA;NA;41;20;5;1;1562;2627
2017;2209872;São João da Fronteira - PI;619,2;697;420;NA;1124649,32;753;7;7;NA;39;20;10;3;2473;2859
2017;2209906;São João da Serra - PI;452,0;1012;NA;169;2381576,14;1833;4;3;NA;35;391;NA;1;5744;5717
2017;2209955;São João da Varjota - PI;1276,7;325;543;NA;1270533,20;1848;7;6;2996;13;140;13;11;1555;3474
2017;2209971;São João do Arraial - PI;786,6;515;2271;116;1458103,37;2441;NA;NA;3664;30;337;22;7;3894;2272
2017;2210003;São João do Piauí - PI;NA;1231;1129;NA;2190593,47;4183;10;10;4720;173;196;54;16;7631;6168
2017;2210052;São José do Divino - PI;745,9;3484;823;NA;4962689,36;1080;9;8;1522;153;177;32;11;11569;9052
2017;2210102;São José do Peixe - PI;NA;317;417;NA;1363966,58;808;11;9;2219;22;57;16;1;2890;3714
2017;2210201;São José do Piauí - PI;7011,3;1012;2572;NA;2016762,12;4323;31;31;11739;45;378;32;13;8909;8158
2017;2210300;São Julião - PI;1911,6;1312;NA;NA;539410,32;1551;12;12;NA;4;21;113;1;3663;3036
2017;2210359;São Lourenço do Piauí - PI;1436,2;1324;NA;NA;267240,27;2274;NA;NA;NA;128;7;34;NA;3595;2765
2017;2210375;São Luis do Piauí - PI;NA;594;NA;53;953882,42;990;NA;NA;NA;123;80;NA;NA;1541;1081
2017;2210383;São Miguel da Baixa Grande - PI;1371,8;473;NA;NA;206548,93;849;5;NA;NA;30;70;12;3;662;1620
2017;2210391;São Miguel do Fidalgo - PI;NA;243;NA;13;842478,02;429;9;6;969;2;30;5;1;1685;2886
2017;2210409;São Miguel do Tapuio - PI;22073,2;3377;2937;NA;3019931,76;7011;33;30;11234;347;346;60;27;13051;13088
2017;2210508;São Pedro do Piauí - PI;4486,7;2868;3297;1831;3743039,24;3659;36;30;10842;82;753;103;19;8182;7555
2017;2210607;São Raimundo Nonato - PI;8221,4;4595;2157;1304;1186975,68;8082;10;10;11597;229;55;37;4;12291;11955
2017;2210623;Sebastião Barros - PI;NA;2086;1527;NA;4326293,30;1912;78;47;2677;13;96;10;11;9634;10047
2017;2210631;Sebastião Leal - PI;55856,0;61631;85276;61080;77276002,04;1750;194;87;138566;190;48;58;81;181902;73234
2017;2210656;Sigefredo Pacheco - PI;2076,1;2018;1234;NA;2564335,70;3937;6;3;4927;313;54;21;18;6769;7225
2017;2210706;Simões - PI;9930,8;2793;2846;298;4323051,24;5975;46;37;12533;67;457;76;NA;12377;8305
2017;2210805;Simplício Mendes - PI;6206,5;1410;1541;NA;2754710,96;3696;13;13;3774;196;421;69;5;9884;13241
2017;2210904;Socorro do Piauí - PI;1857,9;270;NA;NA;765168,67;1520;NA;NA;NA;16;169;9;2;2019;2727
2017;2210938;Sussuapara - PI;1324,0;1074;1103;NA;1016004,95;1790;7;7;4020;109;154;9;3;5073;4844
2017;2210953;Tamboril do Piauí - PI;2137,8;458;NA;NA;207376,55;1123;NA;NA;NA;19;339;11;4;2779;1962
2017;2210979;Tanque do Piauí - PI;1621,1;881;1602;NA;3652902,06;847;8;NA;3571;8;146;13;2;2187;5408
2017;2211001;Teresina - PI;4285,5;56706;22722;4027;36759392,10;13339;96;79;33576;1341;449;665;250;115660;59213
2017;2211100;União - PI;22367,7;16435;101486;12252;26317961,68;13535;121;99;114758;313;929;50;56;117679;31576
2017;2211209;Uruçuí - PI;180165,6;204727;293623;NA;237986465,60;3956;1001;491;437109;269;156;113;177;604641;468689
2017;2211308;Valença do Piauí - PI;3841,1;15155;1763;421;2673897,50;2621;20;18;9320;164;136;110;31;33178;22927
2017;2211357;Várzea Branca - PI;2882,3;1050;596;NA;1011088,32;2958;3;3;3152;7;3;27;NA;3857;3303
2017;2211407;Várzea Grande - PI;952,2;496;NA;137;671683,21;870;6;5;NA;16;164;7;6;2369;3061
2017;2211506;Vera Mendes - PI;1839,7;1123;NA;NA;4349526,84;2603;NA;NA;NA;88;169;25;3;2757;2453
2017;2211605;Vila Nova do Piauí - PI;2347,7;1138;1053;NA;1384744,78;2002;24;24;4448;3;28;10;NA;1818;2809
2017;2211704;Wall Ferraz - PI;2620,1;973;1382;193;1339821,01;2949;NA;NA;3235;67;294;51;11;3478;3897
2017;2300101;Abaiara - CE;1916,6;7212;1122;667;2399913,09;1464;21;21;4842;95;698;101;11;30910;14479
2017;2300150;Acarape - CE;1443,2;483;1549;NA;361799,39;2045;9;9;10659;115;156;82;2;9116;6195
2017;2300200;Acaraú - CE;12291,9;18667;30919;7386;4523565,71;11783;129;126;67903;3121;2957;336;250;102306;97069
2017;2300309;Acopiara - CE;10247,7;11769;4042;1822;8805700,86;11916;63;61;22515;248;4166;812;2;47461;43670
2017;2300408;Aiuaba - CE;6153,9;2306;3017;162;3134895,89;5257;13;13;15144;127;443;283;4;13098;16197
2017;2300507;Alcântaras - CE;1261,4;259;1887;20;307834,16;1066;NA;NA;4520;18;6;144;1;2140;5596
2017;2300606;Altaneira - CE;641,6;464;NA;157;782017,25;1320;NA;NA;NA;38;216;62;2;3303;6055
2017;2300705;Alto Santo - CE;14824,3;8624;5724;NA;3728363,90;3524;134;125;9944;234;962;371;54;33231;35348
2017;2300754;Amontada - CE;12869,5;6272;8569;NA;2240489,35;11251;33;32;33156;1467;1393;138;21;31252;48660
2017;2300804;Antonina do Norte - CE;3994,4;309;348;48;349631,67;435;3;3;2406;1;112;97;2;2251;3170
2017;2300903;Apuiarés - CE;1969,9;1908;1233;NA;1160977,55;2705;21;19;4625;287;483;145;8;8887;7049
2017;2301000;Aquiraz - CE;2421,9;84462;9758;2929;14810462,76;8197;50;46;34352;1174;81;212;43;251357;84146
2017;2301109;Aracati - CE;11596,3;23257;19072;NA;9861575,77;8701;130;114;70313;503;972;161;93;122840;120354
2017;2301208;Aracoiaba - CE;10087,8;10035;6936;907;4720706,01;6608;93;80;19946;777;1439;217;86;36720;25653
2017;2301257;Ararendá - CE;4321,9;865;1740;NA;598093,75;3504;9;9;NA;46;135;195;5;7167;8410
2017;2301307;Araripe - CE;4765,7;1921;6147;495;1887765,18;5559;76;76;20477;90;926;558;1;15762;24379
2017;2301406;Aratuba - CE;2431,0;1826;3158;NA;1630178,60;3990;NA;NA;11936;289;178;101;14;10306;65968
2017;2301505;Arneiroz - CE;2699,5;1780;533;102;1122977,84;3332;5;5;2952;24;19;129;6;12426;7178
2017;2301604;Assaré - CE;7881,2;2180;4040;NA;5223815,09;5378;74;71;18430;135;1011;500;2;18547;61792
2017;2301703;Aurora - CE;4404,2;2824;1672;NA;4666220,02;5364;19;19;10345;237;1435;369;3;20495;20098
2017;2301802;Baixio - CE;NA;2297;NA;NA;584365,06;1969;30;29;NA;215;435;267;NA;7779;4934
2017;2301851;Banabuiú - CE;2519,8;17361;NA;249;4169805,45;2990;100;96;2730;338;575;152;4;22151;33902
2017;2301901;Barbalha - CE;3477,4;4885;11397;2889;5056335,69;7092;52;34;37556;960;950;402;125;42777;79577
2017;2301950;Barreira - CE;11888,3;2318;6416;791;1447066,26;5423;57;54;25687;625;307;120;68;17760;21913
2017;2302008;Barro - CE;2087,1;1294;1351;389;3559527,75;4416;13;12;7693;67;1141;253;2;11891;19126
2017;2302057;Barroquinha - CE;823,1;NA;1311;NA;1252209,76;5170;NA;NA;7399;4;1;93;NA;12664;13297
2017;2302107;Baturité - CE;3540,5;1238;6260;NA;2715011,10;4745;27;23;19611;384;759;341;24;11025;48796
2017;2302206;Beberibe - CE;33672,9;18197;24457;3148;63658694,89;10159;174;163;57443;1619;800;581;136;125033;289138
2017;2302305;Bela Cruz - CE;23072,6;4488;14501;2281;2919522,75;6493;65;65;39420;1272;1088;149;26;28988;39658
2017;2302404;Boa Viagem - CE;15944,7;7377;5905;NA;6217109,13;14209;45;43;NA;330;2428;158;15;30222;34816
2017;2302503;Brejo Santo - CE;4462,3;5705;NA;1520;7312540,59;4549;91;85;8593;602;1283;360;79;59941;38936
2017;2302602;Camocim - CE;4978,8;6272;9433;1563;3013416,21;5567;16;15;17289;262;28;77;12;35401;70185
2017;2302701;Campos Sales - CE;6498,7;1491;NA;184;890837,77;5243;18;18;NA;77;724;118;2;7912;12058
2017;2302800;Canindé - CE;11215,9;4383;4523;NA;5637446,33;13855;44;42;25849;506;2798;206;8;30192;39211
2017;2302909;Capistrano - CE;4226,0;608;2451;NA;3393330,24;5461;67;65;15881;208;654;176;13;17579;33070
2017;2303006;Caridade - CE;2379,7;7171;NA;NA;2146209,92;3246;25;22;5727;237;680;143;9;37920;14708
2017;2303105;Cariré - CE;5931,0;3316;2370;284;3865841,56;2139;5;4;9171;51;612;13;10;10865;26679
2017;2303204;Caririaçu - CE;2454,3;2067;2611;406;3106226,19;5776;11;11;14167;407;763;371;3;22285;30272
2017;2303303;Cariús - CE;4152,3;2215;3367;NA;4148604,43;5190;12;10;15502;379;1979;231;5;18678;28785
2017;2303402;Carnaubal - CE;1456,1;733;2300;NA;2287547,91;2218;12;12;9627;237;84;106;36;2188;10836
2017;2303501;Cascavel - CE;12077,6;55591;8443;NA;9536079,73;6498;89;79;21186;979;246;416;59;85985;103289
2017;2303600;Catarina - CE;2594,5;1335;NA;NA;3182629,01;2583;6;6;NA;13;243;60;4;10167;8998
2017;2303659;Catunda - CE;1606,1;NA;508;NA;1862481,42;1800;3;3;5266;9;3;77;NA;4239;13044
2017;2303709;Caucaia - CE;2028,6;9703;2201;NA;5651364,62;6505;57;56;9589;848;651;231;1;117964;78588
2017;2303808;Cedro - CE;3194,9;3671;1369;NA;3744729,34;4527;8;8;13489;44;754;481;5;21045;16521
2017;2303907;Chaval - CE;637,6;836;2689;52;381895,03;1301;3;NA;2403;36;5;91;3;2827;5363
2017;2303931;Choró - CE;4236,2;670;NA;100;1287084,16;4233;23;23;8771;34;439;149;1;8128;12421
2017;2303956;Chorozinho - CE;9021,5;5254;5109;NA;1567383,31;3091;22;21;17108;284;203;115;2;14667;20532
2017;2304004;Coreaú - CE;5141,0;NA;NA;NA;2034004,42;2060;NA;NA;NA;20;311;88;NA;6914;12250
2017;2304103;Crateús - CE;17012,4;8994;8805;NA;5273231,08;15982;191;161;38173;722;986;563;20;45140;69078
2017;2304202;Crato - CE;4476,4;7835;4522;NA;5202325,56;6364;23;22;18882;280;942;230;30;23234;47127
2017;2304236;Croatá - CE;1081,4;765;1473;385;1592193,47;3999;NA;NA;7359;117;79;149;30;4488;27453
2017;2304251;Cruz - CE;8499,0;2652;7122;NA;2152226,13;3499;33;33;25069;1078;782;189;36;15774;24784
2017;2304269;Deputado Irapuan Pinheiro - CE;NA;2978;1108;459;3064028,11;4129;6;6;4526;130;650;272;NA;9324;9196
2017;2304277;Ereré - CE;2452,1;2532;NA;NA;1144533,98;932;8;8;NA;9;116;23;2;4220;9619
2017;2304285;Eusébio - CE;98,4;816;NA;475;25214955,36;413;NA;NA;935;160;10;10;3;8729;21191
2017;2304301;Farias Brito - CE;2669,6;2156;3122;1219;3461386,55;4050;34;32;14508;328;1560;755;6;16011;66725
2017;2304350;Forquilha - CE;1473,2;2025;NA;231;1030303,93;2232;5;5;NA;58;214;181;3;11333;16040
2017;2304400;Fortaleza - CE;64,7;1797;143;1481;40798228,37;732;NA;NA;106;169;18;7;1;19495;60394
2017;2304459;Fortim - CE;2533,4;1395;1844;NA;2753059,62;1631;37;31;7433;65;36;52;20;9184;27442
2017;2304509;Frecheirinha - CE;1254,6;561;NA;154;375798,75;1704;3;3;NA;44;448;115;3;3050;7415
2017;2304608;General Sampaio - CE;427,7;NA;194;NA;661735,49;834;NA;NA;804;57;116;169;NA;3028;6878
2017;2304657;Graça - CE;5582,6;3901;3713;NA;1296516,66;3929;NA;NA;14197;74;418;166;62;7213;7392
2017;2304707;Granja - CE;16012,4;3007;5376;NA;12819517,99;10422;6;6;24259;325;290;116;1;24507;53313
2017;2304806;Granjeiro - CE;579,5;306;NA;NA;964689,63;1712;5;5;NA;18;186;102;1;4739;6938
2017;2304905;Groaíras - CE;2492,5;NA;NA;NA;918614,48;3048;6;5;NA;202;522;208;8;6981;5890
2017;2304954;Guaiúba - CE;2383,8;7088;2837;459;11803839,43;2112;40;38;8253;259;560;163;66;79271;40066
2017;2305001;Guaraciaba do Norte - CE;3974,1;5629;5040;NA;4501413,21;5642;21;21;13606;968;590;135;256;16845;137884
2017;2305100;Guaramiranga - CE;610,4;512;975;NA;134145,00;515;5;5;2741;105;17;25;14;2214;8542
2017;2305209;Hidrolândia - CE;3329,7;2006;1445;NA;3288981,71;4298;10;10;12080;61;885;93;3;12984;20851
2017;2305233;Horizonte - CE;3722,5;75627;3547;NA;7048626,78;2283;27;20;9374;185;46;61;26;160616;80931
2017;2305266;Ibaretama - CE;7047,5;7183;2192;524;3196197,10;4113;45;45;7570;293;731;99;10;17473;16348
2017;2305308;Ibiapina - CE;3984,6;3586;8052;3060;2005911,29;4338;35;35;21024;1161;598;198;499;16125;63559
2017;2305332;Ibicuitinga - CE;5563,5;4035;NA;488;576033,00;2685;17;17;4543;215;764;153;5;14988;17988
2017;2305357;Icapuí - CE;18566,6;1848;2832;NA;4998008,23;2114;25;25;5411;13;7;119;3;6280;66503
2017;2305407;Icó - CE;9984,5;7572;5369;1031;6899182,15;14080;39;34;30251;323;2408;180;19;37648;53306
2017;2305506;Iguatu - CE;6257,7;16899;6524;NA;8026651,01;8461;102;100;25225;639;2720;728;46;73992;114080
2017;2305605;Independência - CE;3508,2;8341;2889;NA;4478412,61;9706;66;66;9920;356;268;770;5;53199;46487
2017;2305654;Ipaporanga - CE;4413,0;1476;4684;NA;635157,68;3819;6;6;13374;46;92;234;2;9233;13393
2017;2305704;Ipaumirim - CE;861,0;1423;NA;NA;1460682,00;3127;6;5;NA;34;812;338;3;7217;10894
2017;2305803;Ipu - CE;3125,3;2862;6630;2268;4480526,28;4955;8;8;14136;209;545;37;81;15073;49703
2017;2305902;Ipueiras - CE;5670,7;1568;4023;674;5874339,74;7709;19;19;26903;185;63;211;14;17559;29886
2017;2306009;Iracema - CE;2720,4;5967;446;311;2049703,84;1681;14;13;2527;27;292;128;7;16059;20362
2017;2306108;Irauçuba - CE;1799,0;4594;850;NA;1810428,13;3321;8;7;9465;45;728;129;2;15661;15788
2017;2306207;Itaiçaba - CE;1526,3;2898;3333;1493;1749589,42;1805;19;17;5066;89;601;29;45;11638;10666
2017;2306256;Itaitinga - CE;456,2;1273;742;NA;90428,46;875;20;18;4229;379;132;67;2;7826;5684
2017;2306306;Itapajé - CE;3160,8;2083;2142;NA;2837268,27;3479;8;8;16874;90;824;133;8;13330;65356
2017;2306405;Itapipoca - CE;23273,0;7807;13657;NA;6820720,86;24340;41;41;66535;1640;1668;562;25;54114;138654
2017;2306504;Itapiúna - CE;3243,7;1308;2742;NA;1865002,40;6388;15;10;14069;421;1370;176;10;7971;15768
2017;2306553;Itarema - CE;16392,1;9669;13791;NA;3420866,72;6880;66;64;45343;1484;661;141;52;64600;59786
2017;2306603;Itatira - CE;4007,0;974;2322;175;3664588,93;5769;9;9;16597;48;483;51;NA;8666;18751
2017;2306702;Jaguaretama - CE;14709,2;12259;477;159;6427740,94;3050;14;14;2241;70;174;198;3;34321;28014
2017;2306801;Jaguaribara - CE;772,0;15743;1967;777;1665098,99;2452;17;12;4407;220;407;66;NA;24670;23760
2017;2306900;Jaguaribe - CE;2823,3;13620;2358;395;9235864,91;4956;36;36;9137;577;794;243;NA;36983;45715
2017;2307007;Jaguaruana - CE;4638,7;16439;19542;NA;10278896,13;6093;169;126;18673;708;1619;217;165;50156;57669
2017;2307106;Jardim - CE;3350,3;5413;2438;1395;5259912,94;6071;46;37;13113;688;1613;703;38;26531;24296
2017;2307205;Jati - CE;NA;545;654;NA;1744807,83;1026;10;9;3032;111;343;46;9;5751;5048
2017;2307254;Jijoca de Jericoacoara - CE;4601,4;1808;4520;278;1228290,27;3076;5;5;17580;498;191;28;5;6826;9235
2017;2307304;Juazeiro do Norte - CE;1457,6;2038;1205;NA;1545694,25;2246;55;40;5703;215;538;229;8;13176;19701
2017;2307403;Jucás - CE;3099,0;3431;2398;758;4859633,25;4455;29;27;12959;137;1490;349;13;23712;19809
2017;2307502;Lavras da Mangabeira - CE;5205,8;5560;5027;NA;3239060,89;8871;40;39;18417;646;1516;527;29;52866;43572
2017;2307601;Limoeiro do Norte - CE;8060,4;30884;65121;18617;5242215,41;7199;211;156;66706;1189;818;497;71;107614;227127
2017;2307635;Madalena - CE;3834,5;1215;2276;NA;1063132,22;5354;47;39;10484;97;382;307;5;19860;23846
2017;2307650;Maracanaú - CE;320,2;6923;722;333;35611326,28;560;3;3;2463;62;36;65;1;14980;14062
2017;2307700;Maranguape - CE;11315,1;60691;4701;2252;15951295,96;6452;47;32;21861;374;1449;392;36;115071;54361
2017;2307809;Marco - CE;5978,8;4081;3592;NA;2251071,57;3103;23;23;9340;307;231;102;5;8820;14163
2017;2307908;Martinópole - CE;929,6;783;838;NA;1800935,80;1587;NA;NA;2479;191;53;69;1;1392;7505
2017;2308005;Massapê - CE;1602,5;9897;NA;NA;2457474,49;3566;NA;NA;NA;25;437;124;1;15195;15990
2017;2308104;Mauriti - CE;8492,9;14198;11917;NA;8559552,18;10905;83;65;26504;761;2485;631;157;45440;76230
2017;2308203;Meruoca - CE;2594,8;918;3046;317;249663,07;2310;NA;NA;10055;112;12;164;5;5691;6201
2017;2308302;Milagres - CE;4024,5;1623;2514;NA;3150799,77;3804;38;29;12437;132;1366;182;35;15597;26464
2017;2308351;Milhã - CE;3736,1;15694;874;415;5355510,65;2930;44;36;2798;184;495;329;NA;31793;35907
2017;2308377;Miraíma - CE;1005,7;1422;409;126;1308565,96;1422;3;3;1516;220;110;67;1;6908;9379
2017;2308401;Missão Velha - CE;6538,5;8661;40241;7522;12225637,62;10777;138;79;51131;468;3083;677;107;49694;315134
2017;2308500;Mombaça - CE;11925,8;4103;3738;NA;8793924,13;16444;84;82;22761;122;1510;826;NA;46625;31112
2017;2308609;Monsenhor Tabosa - CE;4865,6;1935;2280;NA;1089899,18;4897;54;14;NA;204;17;685;4;8395;10999
2017;2308708;Morada Nova - CE;13929,4;28187;8362;2400;63154027,03;11240;373;95;24382;1247;2844;574;47;68125;80132
2017;2308807;Moraújo - CE;1078,7;NA;989;NA;812684,85;1978;NA;NA;3978;131;117;93;1;2729;11465
2017;2308906;Morrinhos - CE;5498,6;1472;1895;NA;1357821,53;3099;12;12;9938;114;223;102;8;9348;14555
2017;2309003;Mucambo - CE;1921,9;707;894;NA;1675089,76;2570;6;NA;5776;55;281;170;7;3779;6051
2017;2309102;Mulungu - CE;2003,1;712;1817;252;788184,99;2719;NA;NA;9034;185;109;451;33;6911;45020
2017;2309201;Nova Olinda - CE;1277,0;1901;NA;NA;1589673,22;2622;32;25;NA;84;549;122;8;8562;22175
2017;2309300;Nova Russas - CE;3730,7;1928;1346;NA;1666997,76;4220;6;6;11552;71;117;197;5;10260;10998
2017;2309409;Novo Oriente - CE;9882,5;2505;6230;NA;2406661,79;8903;277;189;21020;432;175;285;13;21961;39903
2017;2309458;Ocara - CE;12381,3;1858;4990;NA;3022108,74;5928;117;106;18250;382;773;153;51;14447;25266
2017;2309508;Orós - CE;3131,1;10880;NA;519;2918949,98;2382;16;13;10703;31;319;208;NA;19492;28130
2017;2309607;Pacajus - CE;8308,6;27096;6136;NA;18332612,81;4844;56;47;23066;557;509;301;60;99331;35867
2017;2309706;Pacatuba - CE;450,5;2097;1134;NA;561434,13;1388;5;5;6527;143;67;34;NA;18767;13544
2017;2309805;Pacoti - CE;1659,5;902;2852;502;842161,51;2284;3;3;10146;151;74;100;43;7285;76345
2017;2309904;Pacujá - CE;203,6;451;265;45;558140,68;766;NA;NA;NA;31;66;63;NA;1500;2900
2017;2310001;Palhano - CE;4241,8;1512;2752;97;2046433,79;2480;12;12;13886;150;106;216;13;8316;14811
2017;2310100;Palmácia - CE;1702,4;2300;2618;298;594275,00;2868;18;10;9533;81;313;243;51;12774;35178
2017;2310209;Paracuru - CE;1763,8;20995;1962;NA;6968158,77;1609;28;26;5541;393;155;63;43;458722;55028
2017;2310258;Paraipaba - CE;14530,9;6880;11292;3733;1595279,08;3337;138;134;34832;718;799;113;110;49300;45753
2017;2310308;Parambu - CE;6414,9;3798;7277;NA;1680583,73;10307;39;37;32800;224;183;174;11;26202;27183
2017;2310407;Paramoti - CE;1419,5;432;NA;NA;1038436,76;2653;16;15;NA;39;454;75;NA;3450;18754
2017;2310506;Pedra Branca - CE;5593,9;3601;NA;NA;3991481,87;9839;23;23;NA;78;517;273;NA;23181;16539
2017;2310605;Penaforte - CE;1116,3;1596;1837;1135;3241947,62;991;20;17;3223;93;151;131;15;5386;6862
2017;2310704;Pentecoste - CE;5038,3;3156;1911;430;2994473,73;7207;28;27;8226;456;967;219;16;18385;47481
2017;2310803;Pereiro - CE;1783,8;1782;1538;NA;3949505,66;4696;8;8;NA;122;164;124;NA;8270;16429
2017;2310852;Pindoretama - CE;1127,7;11684;2992;NA;689713,83;3182;4;4;14507;471;26;87;1;39153;19632
2017;2310902;Piquet Carneiro - CE;3085,7;3085;NA;361;3162146,70;5044;7;7;10808;44;573;227;NA;14200;14977
2017;2310951;Pires Ferreira - CE;941,2;619;635;271;679443,97;1983;6;6;6361;75;568;144;3;3616;10169
2017;2311009;Poranga - CE;2613,5;951;3335;NA;628576,75;4293;NA;NA;11945;128;363;357;5;6470;5276
2017;2311108;Porteiras - CE;2541,8;5938;4857;3070;5707691,62;3188;50;33;10754;339;1129;307;39;24708;41460
2017;2311207;Potengi - CE;1355,8;1256;1229;NA;2204142,17;2604;14;14;8462;81;827;199;11;13592;21463
2017;2311231;Potiretama - CE;5595,6;3114;1438;376;4219490,39;1790;22;20;NA;23;312;44;NA;13674;10946
2017;2311264;Quiterianópolis - CE;9647,8;2540;4352;NA;2886869,83;8268;40;33;18042;317;327;395;8;20398;19751
2017;2311306;Quixadá - CE;18908,6;21863;7250;2108;6432043,05;10103;127;98;27634;778;2124;354;4;121672;73354
2017;2311355;Quixelô - CE;2679,9;4369;1008;NA;4237723,73;4029;24;23;5368;98;1636;455;1;19573;23932
2017;2311405;Quixeramobim - CE;18978,7;59879;7841;NA;19363345,62;17214;227;170;31312;561;3236;596;5;118955;94042
2017;2311504;Quixeré - CE;4682,6;7760;22650;NA;1479366,83;2416;146;127;31522;337;426;172;13;30417;130472
2017;2311603;Redenção - CE;4335,3;2433;6388;756;3400572,09;7918;22;14;20935;557;1358;38;31;18866;106519
2017;2311702;Reriutaba - CE;2765,5;1496;1918;NA;1218764,00;5385;NA;NA;9471;131;672;123;11;9860;48378
2017;2311801;Russas - CE;10259,4;25830;24571;NA;5954197,31;9512;132;97;45252;1524;2376;859;93;98590;203815
2017;2311900;Saboeiro - CE;3115,1;1809;NA;NA;2183563,48;5122;4;4;NA;14;458;167;6;15872;37027
2017;2311959;Salitre - CE;8416,3;4580;NA;2678;2726715,06;8628;194;159;NA;827;1275;85;NA;26631;23270
2017;2312007;Santana do Acaraú - CE;4415,2;4162;2933;NA;4335155,04;8062;22;14;14250;140;952;381;7;17006;26938
2017;2312106;Santana do Cariri - CE;1943,1;1356;1733;676;1946145,77;2682;32;28;7467;274;655;227;26;11104;22111
2017;2312205;Santa Quitéria - CE;7302,8;7285;3261;NA;6851768,91;8990;25;22;22650;337;867;459;14;35090;57418
2017;2312304;São Benedito - CE;8241,2;8432;5625;7497;6195736,58;8882;53;50;26880;1924;361;265;378;52393;85266
2017;2312403;São Gonçalo do Amarante - CE;5266,1;13274;2909;NA;3260202,60;3222;46;29;12757;549;492;50;25;29255;53125
2017;2312502;São João do Jaguaribe - CE;1529,3;2707;2294;940;875871,07;1881;27;20;4676;225;342;106;7;9459;41006
2017;2312601;São Luís do Curu - CE;878,9;1540;1443;NA;1222168,53;1032;14;10;6039;227;441;83;12;3649;8641
2017;2312700;Senador Pompeu - CE;3715,5;6817;5539;956;4078057,40;6025;45;41;NA;170;574;362;3;23313;29315
2017;2312809;Senador Sá - CE;1389,6;479;3300;NA;711324,06;1842;11;10;4015;3;131;70;3;2196;4328
2017;2312908;Sobral - CE;11177,3;7775;4208;410;7340700,51;10350;30;24;29890;332;658;452;18;32181;32630
2017;2313005;Solonópole - CE;NA;13206;1395;295;7860523,02;4560;27;21;6973;47;489;253;NA;27302;28634
2017;2313104;Tabuleiro do Norte - CE;5814,1;6236;5637;1523;1480763,21;3703;75;48;11306;284;978;507;14;28662;29964
2017;2313203;Tamboril - CE;8471,6;3993;NA;146;2681095,18;7991;14;14;15218;101;92;234;1;15254;36396
2017;2313252;Tarrafas - CE;2960,8;546;1363;NA;1365276,62;2081;7;7;11383;36;658;135;NA;6698;19206
2017;2313302;Tauá - CE;14478,9;11001;NA;822;3578280,40;13455;207;96;NA;525;293;618;31;53249;56144
